text,label
અલ્યા ભાઈ આનું મગજ છટકી ગયું છે આને કોઈ સંભાળો,1
"આ બંન્નેએ સમજૂતી કરી વિડિયો બનાવ્યો લાગે વધારે લાઈક મળે તો વધારે રૂપિયા મળે આ સિવાય તેનો બીજો હેતુ નથી લાગતો
બન્નેના બિયારણ બદલી ગયા લાગે",0
જે તે સમયે પાછુ વાળી ને જોયુ નહીં ઘુસી ગયુ હતુ ગુજરાત આખુ મોદી ની ગાંડ માંહવે મારો આંચકા,1
હપ્તા વાલા પોલીસ છે તારાપુર વાલા,1
તે જેટલી ટોપી પેરાવી એટલી કોઈ એ નહિ પેરવી,0
હવે અમારી પાસે ખાલી કપડાં છે હવે મારી પાસે બીજું કાંઈ નથી,0
ચુંટણી આવે છે તો બીજુ સુ કરે,0
ખોટા ખર્ચા સરકાર દ્વારા બંધ કરવુંસરકાર ભાવ વધારો ઓછો નહીં કરે ભક્તો ભોગવો અવારનવાર વીસ વરસ સુધી ગોદી મીડિયા પણ જવાબદાર છે ,1
સાચી વાત ભાઈ આ લોકો આમ જનતા ને હેરાન જ કરે છે,1
"આ પોલિશ ગરીબ તરબૂચ વાળા ને મારીને લૂંટે છે છતાં પણ લોકો કઈ નથી કરી રહ્યાં પોલિશ વાળા ને તો મારી મારી ને દોડાવવા પડે
અરે પોલિશ વાળા લૂંટવાનું હોય તો નેતાવોને અને મીડિયા વાળા ને લૂંટો",1
ભાજપનો  વિજય રૂપાણી એ આમ આદમી પાર્ટી ને ગુજરાત માં જલસા કરાવશે કેમ કે વિજય રૂપાણીને જીભ લપસાવતા જ આવડે છે,1
તમે પાટણ નો વિડીયો કેમ ડીલીટ કરી નાખ્યો પેલા હતો ને,0
ભાઈ નેતાઓ નુ પેન્શન બંધ કરો,0
સમાચાર પેપર વાળા મીલીભગત જ છે,1
રામ મંદિર માં જુલ્મ નું ફળ છે ભાઇ કર્મ માં માનો છો કે પછી ઠંઠન ગોપાલ?,0
કિર્તી નો તો કયા કોઈ દિ વાક હોય છે,0
આમ આદમી પાર્ટી એ જોર પકડયું એનો રેલો  વરસ મા સુચના કયા ગયતી,0
ખેડૂત માટે સાચા હદય થી કામ કરવા વાળો એકજ નેતા હતા વિઠલભાઈ રાદડિયા બાકી બધા ખેડૂત ના નામ પર ચરી ખાવા વાળા જ છે,1
સાલું  વર્ષે ખબર રોજગારી આપવાની,0
સૂનિતાબેને માફી માંગી લીધી છે હવે ભૂલી જાવ વિવાદ ને। ભૂલ તો બધાથી થાય તેમના પિતા ની ગાડી પર પોલીસ લખેલ હતુ તેટલે।,0
"આપણા ટેક્સ ના પૈસા થી એમનુ ઘર ચાલે છે
આ છુ
અધિકારીઓ છે ના આતો ખાખી મા રહેલ સેતા છે
બાકી વર્દી ની ઈજ્જત પબ્લીક કરે છે
તમારી નહી
જીવતે જીવ જીવડા પડછી આવા લોકોને",1
"આ બધું ધ્યાન ભટકાવી અંદર અંદર કોમેન્ટો કરવામાં જ રસ છેબાકી સાચું સમ્માન જ આપવું તો ભારત રત્ન આપવો જોઈએ 
બાકી રોજગારી, બેકારી ,મંદી ,આ બધા થી ધ્યાન ભટકવાનો મુદ્દો છે બાકી કાઈ નથી 🙏",1
હવે ખાલી આપ જ એક ઉપાય સે કેમ કે તે દિલ્હી માં કામ કરી બતાવ્યું સે એ પણ મિડલ ક્લાસ માણસો નુ,0
પ્રજા ના પૈસા ફોગટ માજ વપરાય છે,1
જો ભાઈ કોગ્રેસે દેશને કરજ મા નાખી ને તાગડધિન્ના કર્યા ભાજપે જનતાને લુટીને તાગડધિન્ના કર્યા ને હવે ઈસુદાનભાઈ જો ઞેરંટી લેતા હોય તો ઞુજરાત ની જનતા એ એકવાર અખતરો કરવો જ જોઈએ,1
આ દુનિયા મા ઠગ ધુતારા ઓને મજા છે કોઈ ગરીબ ભૂખે મરે પણ  રૂપિયા ના આપે આવા ઠગો ને લાખો રૂપિયા ના દાન કરે પછી સોના મા માસ્ક બનાવે ને અને પછી દુનિયા દેખાડે પણ મજૂરી કરો ખબર પડે કે કેમ સોના ના હાર પહેરાય,1
બહુ ભડભડીયો સે ખાવાનો ખયલે ને બાર નૂ🤣🤣,0
સરકાર મોટા લોકોની કે ગરીબ આદિવાસી એસી સીટ તો આ લોકોનો બી  પી વિચાર કરો સરકાર ગાયેગી,0
બધા જાણે છે પોલીસ મીડિયા અને નેતાઓ માદર ચોદ છે,1
હમણાં દિલ્હી પોલીસ મેન ઓફિસે માં અમિત શાહ સાહેબ ની મિટિંગ માં અમિત સાહેબ ખુદે માસ્ક પેહૅરીયું નોતું વિડિઓ જોય લેવો આજતક માં ખુદ  ઑફિસસે પેરેલા હતા પણ સર નોતું પેર્યું બોલો,1
    ભાજપને કોંગ્રેસના ખાડા પૂરવામાં સાત વર્ષ લાગ્યા પણ આ ખાડા પૂરવામાં એમનાથી જે મોટા ગાબડાં પડ્યા છે એ આમ આદમીની સરકાર ગુજરાતમાં આવશે તો સાત મહિનામાં જ પૂરી નાખશે,1
પેલા બે નરાધમો ને સજા થવા જોઈએ,1
આ રાકાને ઘર ભેગા નહીં કરો ત્યાં સુધી ગોલ્ડમેડલની અપેક્ષા ન રખાય,0
સેન્સ તો જન્મ થી નથી મરતો સાહેબ ભાજપના નેતા ઓ કોંગ્રેસ પાર્ટી નુ શાસન હતુ ત્યાર થી જુઠું બોલી શાસન ઉપર બેઠા છે સાહેબ અત્યારે ઉપર થી નીચે સુધી જુઠુ બોલેછે સાહેબ મોદી સાહેબ ને સંદેશો આપજો સાહેબ ગરીબો ૧૫/લાખ ની લાલચ આવી ને તેલ વગર ચા અને રોટલો ખાઈ ને સુઈ જાય છે સાહેબ વડસ્મા ઉપસરપંચ્્ ઠાકોર નટુજી,1
    બધી સ્વતંત્રતા ખાલી બંધારણ પૂરતી મર્યાદિત છે સામાન્ય માણસ ફક્ત નામ નો સ્વતંત્ર નાગરિક છે આ બધા ખૂલાં સાંઢિયા છે જે સામાન્ય નાગરિક ને ગમે એમ ઉપાડે છે,1
બધે કાગડા કાળા છે ભાઈ આપણું કોઈ સાંભળતું નથી,0
સરકાર નીકમ્મી છે દેશ ની રક્ષા માટે અબજો રૂપિયા નો ખર્ચ કરે પણ દેશ ની અંદર સરકારી ગુંડા થી ગરીબ મજૂર પણ સુરક્ષીત નથી,1
તારી બેન સાથે ગોઠવાય જાય,0
પોલીસ ની વર્ધી નો ધમન્ડ ના કરો પબ્લિક ને સમજાવી ને તેનું સોલુષણન કરો,0
"ખૂબ ખૂબ ધન્યવાદ તમને ભગવાન સુખી રાખે એવી પ્રાથૅના,",0
વિકાસ માત્ર ને માત્ર અંબાણી અદાણી નો અને સાહેબ ની દાઢી નો જ થયો છે,0
રસી લેવા સવારે ટિફિન લય ને જવું પડે છે ચોદીનાવ,1
અા ની જગ્યાએ કોઈ નાના માણસે માસ્ક નો પહેરેલ હોત ને તો તેમની પાસેથી અા હલકટના ઓ  રૂપિયા દંડ લેત તો અા પોલીસ વાળા ઉપર કાયદેસર ની કાર્ય વાહી થવી જોય એ,1
ખરે ખર તો રાજીવ ગાંધી ને આ એવોડ સાથે કોઈ લેવા દેવાજ નતા સારો નિર્ણય સે,0
છોટાળી વરા સમજા છો,0
બોધરા લૂખ્ખો લાગે સાવ,1
પોલીસ વાલા માંક્સ નથી પહેરતા અને પબ્લિક નિ મેથી મારે છે,1
પેટ્રોલનાં  પૈસાનાં ભાવ વધારા સામે અટલ બીહારી બાજપાઈ બળદ ગાડામાં બેસીને સંસદ ભવન સુધી ગ્યાતા તો અત્યારે એનેજ ને પાર કરી દીધુ હવે શું કરવુ,0
જનતા ને ડરાવવાનો ઉપર થી ઓર્ડર છે?,0
ઉજ્જડ ગામ માં એરંડો પ્રધાન😂😂,0
"જાતે જ પ્રાયશ્ચિત આપે છે બોલો આજ કાલ જેટલા સંત બની બેઠા છે કોઈ ને કઈ કીધા જેવુ નથી આ એમનો ધંધો થઈ ગયો છે પબ્લીકે જાતે જ સમજવુ જોઈએ
હાલ તો માવા ગુટકા જેવી હાલત છે , વ્યસનના નુકશાનની બધાને ખબર છે પણ છોડવું કોઈનેય નથી",1
"હિન્દુ ઓને મુર્ખ બનાવવા
માટે નામ બદલાવેલ",1
ધેર બનાવી ને ખાવ ની નકટા થઈ ને કોણકહે ખાવા જાવાનુ,1
લમણાં છેકોઈ ના સાધન આપ્યા પચી પણ રમે,0
"આ મિડિયા વાડા દેશ ની પથારી ફેરવી દીધી છે કોઈપણ ન્યૂઝ ત્રણ ચાર અલગ અલગ વ્યક્તિથી સાંભળી, જોઈને આપણે નક્કી કરવાનું કે આમાં સાચુ શું હોય શકે વાહ
ભારત માતા કી જય",1
"  તો તારી શું ખાવા ચચળી તું આપિયો નથી તો, નપાસિયા",1
"બધા જ દેશમાં પોલીસ જોઈ લોકો પોતાને સુરક્ષિત મહેસુસ કરે
ભારત એક માત્ર એવો દેશ જ્યાં પોલીસ જોઈ લોકો ડરી જાય",1
જનૅ સરકારી સંપતી નૅ નુકસાન પૉચાડયુ છૅઍમનૅ સજાથવી જૉઇઍ આવા મફતીયા તૉ માગણી કરતા રહૅશૅ,1
બીજા દેશનું પ્રદર્શન જણાવવા વિનંતી,0
વાહ શું પરાક્રમ કર્યું છે આ ભાઈ એ હવે ઇન્ડિયાને મહાસત્તા બનવા માં કોઈ રોકી ન શકે વાહ ભાઈ વાહ ધન્ય છે હો ભાઇ તમને 😂😂,0
ઉત ગાડી બદલી ઉટ તો એજ છે ને,0
ઘર ભેગી થા ને હવે મોબાઈલ વાપર તા આવડતું ન હોય તો ટીવી જોવાય આવી રીતે હલકાઇ માં નો આવાય,1
સરકારી મિલકત ને નુકશાન કરવા જતાં માર્યા ગયેલા ને શહીદ ના કહેવાયએમણે દેશ માટે કાંઈ કાર્ય નથી કર્યું કે એમને શહીદ કહીને લાભ આપવા પડે,1
પાકિસ્તાન ની સરકાર એ સખ્તી થી એક્સન લઈને જે લોગો હોય એ બધાને જેલ માં મોકલો અને સખ્ત સજા થવી જોઈ એ કોઈની ધાર્મિક સ્થળ ને નુકસાન ના પોંહચાડે એ ની જવાબદારી પ્રસાસન ની અને સરકારની છે ભલે બીજી કોમો માં મસ્જિદો તોડી નાખી  પણ ઇસ્લામ ની તાલીમ નથી કે જબરન કોઈના ધર્મ સ્થળ ને તોડી અને પોતાનું ધર્મ સ્થળ બનાવે  બધા ને ન્યાય મળવો જોઈ માનવતા આ ની નિંદા કરે છે હું નિંદા કરું છું,1
મેહુલ ભાઈ તમે સચ્ચાઈ સામે લાવી દીધી,0
"રાજધાનીમાં કોરોનાના ઘટતા જતા કેસોને ધ્યાનમાં રાખીને દિલ્હી સરકારે અનલોક - માટેની ગાઈડલાઈન જાહેર કરી છે આ અંતર્ગત કોઈપણ પ્રકારની તાલીમ માટે છૂટ આપવામાં આવી છે સરકારના આદેશ મુજબ, અનલોક - માં, ઓડિટોરિયમ અને શાળાઓ અથવા શૈક્ષણિક સંસ્થાઓના એસેમ્બલી હોલ્સ શૈક્ષણિક તાલીમ અને % ક્ષમતા સાથે ખોલી શકાશે",0
બીજેપી સરકાર માં આજ થશે પબ્લિક પોલિસ અમને સામને,1
ભાજપ ને અને એનાં ભક્તોને એમજછે કે ભારતનો જન્મ  પછીજ થયોછે,0
મેડમ હિન્દી બોલવાની જરૂર નથી ગુજરાતી બોલો ફેમશ થવા માટે તો બધા નાટક કરયા છે લેકિન યે તો શાલા ઉલટા હો ગયા,1
બુટ ચંપલ વગર જવાનું હોય પોલીસ સ્ટેશન મા એવો કાંઈ કાયદો આઇવો હોઈ તો કેજો,0
આપો રૂપિયાઠગ લોકો ને,1
"સરકારી જમીનો વેચવાની હશે એટલે
સરકાર ને લોકશાહી તો ખબર છે ને? 🇮🇳",1
ખાપરો-કોળિયો,0
સ્વાગત છે પણ સરદાર પટેલ સ્ટેડિયમ નું નામ પણ પાછું એજ રાખવું જોઈએ,0
પેલા રમતગમત નો પિરિયડ ખાઈ જતા ગણીતના માસ્તરને રોકો કોઈ ત્યારેજ દેશમાં ખેલાડીઓ તૈયાર થશે,0
તમે જાવ ને મેહુલ ભાઈ ન્યાં તો એ પોલીસ વાળને ખબર પડે,0
જુઠી સરકારને જુઠા વાયદા,1
આ હત્યા નો બનાવ શન્કાસ્પદ હતો તેની થીયેરી ગળે ઉતરે તેવી નહતી,0
દીદી જેટલી ગાળો આપો એટલું ઓછું છે,1
ભાઇ ફુવારો તો ફુવારો ઉનારા મા પાચ કી ચાલીને પાણી ભરવા જાવુ પડતુ પચાસ વરસ મા કયારે ફુવારોય પણ જોયો તો,0
ઈ વર તમારી સાથે છે,0
વાહ સરસ પણ ટીકીટ બુકિંગ થઈ શકે તેમ નથી,0
હવે તો બાપા રેવા દો બાપા રેવા દો  હવે તો આં ગીત સાંભળી સાંભળી હવે તો મારા કાન પણ પાક્કી ગયા છે,0
આવુ આપના વીશતારમા સાલે મુસલમા ન વીશતર મા નથી,0
મોઘવરી નો જે રીતે વિકાસ થઈ રહ્યો છે એને અટકાવવાનો પ્રયત્ન કરો,1
ગાય ને દયા આ પાછુ તુ શુ નવુ લાવયો,0
આવા જ સે બધા બેન ચોદમના સ્વામી લોડા,1
આ ભાઈ ની જીવતી આત્માને ભગવાન શાંતિ આપે,0
ખુબ સરસ જીવન જીવવા માટે જીવનમંત્ર મને ક્યારે પણ ટેન્શન માં હોય ત્યારે બસ તમારા વિડિઓ જોઈ લવ છું ટેન્શન ગાયબ પછી ખુશ ખુશાલ,0
"મંદિરે દર્શન કરવા જાય તો પણ પોલીસ પકડે હો
😄😄😄",0
સી આર પી સી ૪૧(એ) મુજબ નોટીસ આપ્યા પછી જ ધરપકડ કરી શકે છે પોલીસ,0
"પબ્લિક તો ઠીક છે પણ સરકારે પણ આગળ આવવું જોઈએ, સરકાર માટે ૧૬ કરોડ ખૂબ નાની રકમ છે",0
વિપક્ષ બોલાતું નથી એવું કેવાવાળા એટલુંતો સમાજેસે કે ખોટુંતોસે પણ સરકાર નહીં વિપક્ષ હલકરે,0
ચોરી કરે તો સાબુથી માગવામાં આવે છે અને સાચી છે કે કોઈ પગલાં લેતું નથી,1
ભઈલા મહેનત કોઈ ના બાપની બાપોતી નથી જેટલી મહેનત કરશો ચોક્કશ એ નું ફળ મળશે,0
તમામ નેતાઓનું પેન્શન બંધ કરોનેતાઓ રાજ્ય સરકારના નોકરો નથીં,0
"પોતે જાતે કોઈ પણ ચમકવા નો ચાન્સ નથી છોડતા
( ભલ ભલા ને હાથ પકડી ને કેમેરા વચ્ચે થી ખસેડયા કાં ઝાટકી નાખ્યા નો ઘણા વિડિયો યુટ્યુબ છે )
( ડાહી સાસરે જાય નહી ને ગાંડી ને સલાહ આપે )",0
વોટ આપતી વખતે ધ્યાન રાખજો વોટ લેતી વખતે નેતાઓ કેવા દોડી આવે છે હવે જનતા હેરાન થાય છે ત્યરે કોઈ દેખાતા નથી,1
દેશ આઝાદ થયો ત્યારથી જનતાને મૂર્ખ બનવા સિવાય કાય મળિયું નથી ફક્ત ચહેરા બદલાય છે પ્રજાની દશા એની એજ છે જય હિન્દ,1
દેશમાં અત્યારે બેરોજગારી વધી રહી છે ત્યારે પ્રાઇવેટ કંપનીઓએ એવા નિયમ બહાર પાડે કે જે ૩૦ વર્ષથી ઉપરના લોકો હોય તેને હવે જોબ નહીં આપવાની એટલે હવે ૩૦ વર્ષ પછી જોબ નહીં કરવાની?,0
રીયલી હીરો આનેકેવાય જેકાઇદાને નામે ડરાવતા વીલન આવા હીરોથીજ કંટ્રોલ રેશે આભાર બોધરા ચર,0
એમને એમના ટારગેટ પુરા કરવા માટે ગમે તે કરે સો વાત ની એક વાત,1
નેતા ની ગાડી મા એમ એલ એ નો બોર્ડ દેખાણો પણ પોલીસ ના લગતા વળગતા ની ગાડી મા પોલીસ લખેલા બોર્ડ એક પણ પોલીસ વાળા ને નથી દેખાતા બોર્ડ તો શું પણ ઘણી ગાડી માતો દંડા પણ જોવા મળેછે રોફ હાંકવા માટે કડવું છે પણ સાચુ છે,1
બધે આજ ચાલે છે ભાઈપ્રજા ડફોળ છે,1
"સિલ કરાવો માલીકો છુટ આપે છે ચોરી ની
પગાર ઓછો આપવો પડે એટલે",1
પછી લોકો સરકાર પર બધું ઢોળી દેશે,0
આને પાકિસ્તાન મુકી આવો મોંઘવારી શુ છે ખબર પડે જય શ્રી રામ,0
લોકોનો વિશ્વાસ ઉઠી ગયો સે પોલીસ પર થી,0
કમલેશ બારોટ ભાઈ કિસ્મત જાગી ગઈ આ નાનકડા છોકરાની પણ કિસમિત જાગી ગઈ ભાઈ,0
આ સરકારે ગુજરાત ના દરેક કર્મચારીઓ ને હેરાન જ કર્યા છે મિત્રો,1
ગુજરાત મા લોકશાહી ખતમ થઈ રહ્યું છે અને આખા દેશમાં પણ ભાજપ નું ગુંડા રાજ સાલે છે મારું કહેવું છે  વરસ મા પરીવતં ન લાવવું જોઈએ મિત્રો,1
બે દિવસ થી પોલીસ ને ખડે પગે ઉભી રાખી ને સુ કરવા આટલી બધી સુવિધા ઓ આપો છો આવા મંત્રી ને ખાલી  મિનિટ આવવા માટે થઈ ને બધા ની દુકાનો બન્ધ કરવા આદેશ આપયો આ જનતા ને હેરાન કરવાનું રહેવા દો જ્યાં પોલીસ ની જરૂર છે તન્યા સેવા આપવા દો ખાલી ખાલી સુ કરવા તમારા પર્સનલ માટે પોલીસ ને અને જનતા ને હેરાન કરો છો,1
મહેશભાઈ ફાકા મારવાનીં હદ હોય,1
કોઈ દિવસ પોલીસ વાળા નું સારું નહીં થાય,1
આવા ના હાથ તોડી નખાય આંદોલન થવા જોઈએ આ મુદ્દે,1
સમય વર્તી ને આયોજન પૂર્વક ખેલ પાડ્યો છે પણ ત્યારે એને ખબર નોહતી કે પોતે બનાવેલું ગાળ્યું પોતાની જ ડોક મા આવી જશે,1
આનો જીમેદાર અમેરિકા છે એ માફીને લાયક નથી ગોડ ના તીયા દેર છે અંધેર નથી એક દિવસે જરૂર એ નો વારો આવશે માસુમ અને નેહતા લકો ને મોત ને ઘટ ઉતારી ને માનવ અધીકાર ની વાતો કરે છે લોકશાહી ની આડ મા હિટલર થી ખરાબ કૃત્ય કરે છે,1
ભાજપ હટાવો ભાવ ઘટાડો,1
"મને એક વાતની શંકા છે કે આ કેવી મહામારી છે જે ટાઈમટેબલ બનાવી આવી છે કે પહેલી લહેરમાં વૃધ્ધો, બાદ જવાન અને ત્રીજીમાં બાળકો પહેલાંના જમાનામાં મહામારી આવી ત્યારે બધા સાથે મરી ગયા હતા",0
કોઈ મીડિયા મોંઘવારી ની વાત નથી કરતી,0
સાહેબ ટીઆરબી જવાન નાં શર્ટના ખિસ્સામાં મોબાઈલ છે જે પ્રતિબંધિત છે એ માટે આપ ને બે શબ્દો કહેવા જોઈતા હતા,1
ભાજપ ના નેતાઓને જે પ્રોગામ રાખી શકે અને કોગૈસપક્ષ ના કોઇ પણ પક્ષ નેતાઓ પ્રોગામ કરે તો પોલીસ ધરપકડ કરે ભાજપના નેતાઓને જેપ્રોગામો રાખે તો પોલીસ કેમ ધરપકડ કરતી,1
"રૂપાણી, સરકારે, પાંચ વર્ષમાં ભાવ વધારો ઠોકી દીધા ગરીબ પરિવારો મરી, જશે",1
ધોળા દિવસે સપના જોવા નું બંધ કરો 😂,0
ઇહરામી ની ઓલાદુ કેવી વાત કરે છે સાભલી લયો મત માગવા આવે પછી જય હીનદ નોટુ બનાવે છે,1
આ ભાજપ વાળા સુતની વખતે નવું કાઢચે કોઈ ભરમાતા નઈ,0
"એક ગરીબ રિક્ષાવાળો જ્યારે  પેસેન્જર બેસાડે ત્યારે સોશિયલ ડી સ્ટેન્ડિંગ ના ધજાગરા ઉડે છે અને તેની ઉપર કાયદેસરની કાર્યવાહી કરવામાં આવે છે તેની ઉપર કેસ કરવામાં આવે છે અને આમની રેલીઓમાં હજારોની ભીડમાં વેક્સિન તૈયાર થતી હોય છે કોઈ કેસ નથી થતો , કેસ ફક્ત ગરીબ પ્રજા પરજ કારણ કે વિરોધ નહી કરે ચૂપ ચાપ સહન કરી લેશે",1
જો રસ્તો વાળવા મા ન આવે તો તેની ધુળ શેરીમા અને શેરી ની ફળીયા મા આવતા વાર નથી લાગતી જે છેલ્લે ઘર મા ઘુશી જાય છે મોડુ થાય એ પહેલા અફધાન માં શાંતી રક્ષક શેના મોકલવી જરુરી ભારત ના જાટ અને રાજપૂત શૈનીકો કાફી છે તાલીબાન ને ભરી પીવા જય રાણા પ્રતાપ જય માં કરણી,0
બેન તમને કોને કીધું તું કે ઉપયોગ કરવો,0
ટીઆરબી જવાન રજા આપી ઘરે મોકલી આપવામાં આવે,1
"આ સુવિધા સર છે 🙏🙏
આપનો ત્રણ માહ અનુભવો આભાર માનુ છુ  દુરા
એક વિદેશ આપણા ભારતીય માટે આપની વિચાર વાણી સત્ય છે એક જીવિત દેશ પ્રેમ પણ દરશન પણ થયા આવના સંમય મા આપ દેશ માટે કાયક નવુ ણ કરસો અને ગરીબી દુર પણ થય સે રોજગારી આપથકી આપના મિત્રોર દુરા મદદ કરસો જય ભારત",0
"ભાઈ આ ગોપાલ ઇટાલિયા તો ઈશુદાન, સવાણી ને પ્રવીણ રામ ના આપ પાર્ટી  કરી એ પેહલા પણ પાર્ટી માં હતો તો ત્યારે એનો વિરોધ નોતાં કરતા ને અચાનક હવે બધા ને યાદ આવી ગયું ને એનું બોલેલું તો પેહલા પણ   પર હતું જ તો પેહલા કોઈ ને લાગી ના આયું ને હવે અચાનક બધા ની લાગણીઓ દુભાવા માડી વાહ ભાઈ વાહ સુ લાગણીઓ છે તમારી",0
પૈસા લુંટ ની યોજના ભાજપ હોશિયાર છે પોલીસ ભાજપ ની મજબૂરી છે જનતા જાગે નહી જે અવાજ ઉઠાવે છે,1
સાંસદો એ ગામ દત્તક લીધેલા એ નું શુ થયુ,0
સરવૈયા મનહર એ ખાટલો તો નીતિન ની માની ડિલિવરી વખત નો બુકિંગ કરેલો હતો,0
મેહુલ ભાઈ ભરાવો  નો દંડ પોલીસ કિયા કિંગ છે તેને પણ ભરવો પડે દંડ તેનેજ કાયદો કેવાય,0
બાપુ ની હાલત ના ઘર ના ને ઘાટના જેવી થઈ ગઈ છે,0
સિંહ કૂતરા ના વખાણ કરતો હોય મને એવુ લાગે છે 🤣🤣,0
ખાલી ખાલી ફેકમફેક 🤣🤣🤣,0
ભાજપ હવે હાર જોઈ ગયું છે તે આ વાત છે,0
વાહ રેશ્માબેન વાહ આખરે ઉગાડા પાડી જ દીધા લાંચ લેનારા ને,0
પોતે જે શિક્ષણ મેળવ્યું છે તેનો દેશની પ્રજા ના હિત માટે સદઉપયોગ કરવો અને સદાય ખડે પગે રહીને દરેક નાગરિક ની મદદ કરવી એ પણ કોઈ પણ જાત ની અપેક્ષા વગર,0
ભાજપ ચૌર છે ને બોગસ પાર્ટી છે દેશ ને બરબાદ કરી નાખ્યો વર્ષ મા કોગ્રેસ ના કોય પણ મુખ્યમંત્રી એ કરોડ નુ વિમાન નહતું ખરીદેલ પણ ભાજપ ના મુખ્યમંત્રી એ વર્ષ મા  કરોડ નુ વિમાન ખરીદેલ છે તો કોણ ભષટચાર પાર્ટી છે રુપાણી સુ પોતાના પૈસે થી વિમાન કરોડ નુ લીધુ છે જંનતા ને સુતીયા ના બનાવો ને ધર્મ ના નામે લોકોને કોમવાદી ના બનાવો ગુજરાત ની જંનતા મગજ વગર ની છે અટલે ભાજપ ને મજા આવીગય છે,1
અરે ભાઈ ઓ જો તમારી મોદી સરકાર તેવડ હોય તો પ્રતિબંધ મુકો ને સતા ઉપર છો સુ લેવા જનતાને ગુમરાહ કરો છો હવે તો એવું લાગે છે કે તમારી સરકાર માં અભણ અને અંગુઠા છાપ નેતા જ ભરાય ગયા લાગે છે,1
વિકાસ બોવ થયો છે પણ ભાજપ ના નેતાઓનો આમ જતાનો નય,1
શાહે ગાય નુ રકસણ કરવુ એ આપડુ કર્તવ્ય છે પણ ખોટી કાયદાની વાત કાગળ ઉપર રહે એવુ ન કરતા દારુ નો કાયદાને જેમ,1
ખોટી પ્રથા પાડે છે એમનો સૂરજ આથમશે તો બધાં નામ કોઈ બદલી કાઢશે,0
આ લુખાઓના દિવસ ભરાઈ ગયા છે સાહેબ આના લીધે જ એક સાચો નાગરિક અધિકાર માંગતા ડરેછે 🙏,1
જેલ ભેગા કરો એટલે ખબર પડે,1
આજ અહમ અંગ્રેજ રાજમાં હતું ને ચાલી આવ્યું છે કોઈ બદલાવ નથી પબ્લિક સુવર ની જેમ માર ખાઇ છે ને તંત્ર નેતા ના પગે પડેલૂ છે શરમ આવે છે હવે તો રામ રાજ્ય બોલતા ભી,1
સાપ ના વધુ રાફડા વધુ હોય હમારા જેવા સિંહ ઓછા હોય  બેટા,0
 અને દરેક સરકારી કચેરી મા આમ જ ચાલે છે,0
"પેટ્રોલ પંપ ના માલિક પણ જાણતા જ હોય છે,એના સીવાય શક્ય જ નથી",1
"આલોકોનો કોઈ ઉપાય જ નથી
નહિતર મેનેજર પણ આવી વાત ન કરે કે તમારે શું કરવું છે આ પ્રેટ્રેલ પપનો બહિષ્કાર કરો",0
"નમસ્કાર સાહેબ,
પ્રાથમિક શિક્ષકના  વર્ષના બોન્ડ બાબતે થોડુ વિચારજો અમને પણ બીજા શિક્ષક જેમ  વર્ષે બદલીનો લાભ મળે તેવુ કરો અમારા મહત્વના સોના જેવા કાર્યકાળના દિવસો બદલીની રાહ જોવામાં વેડફાય છે પરિવાર અને બાળકો ખાતર અમને અમારા પરિવાર પાસે જવા દો",0
નેતા એમ કહ્યું છે એ એમના સસરા માટે દવાખાને ગયો હતો એ વિડિયો મા તો એવું ન હતું તો નેતા પર પણ કાર્યવાહી થવી જોઈએ ને,1
પેલો એવો દેશનો વડા પ્રધાન છે કે એની કોમેન્ટ વાચવાજેવી લખાયછે,0
શંકરસિંહ વાઘેલા કોંગ્રેસ ને સાફ કરી ને જ રહેશે,1
અસલ હીજડા છે આ બધા નેતા ની આગળ વાક રે આ,1
"એ કરે તે રાસ લીલા અને પબ્લિક બિચારી સામે કઈ સવાલ કરી લે તો કરેક્ટર ઢીલા, એમનો ઇગો હર્ટ થઈ જાય",0
"સરસ બધાને આનાથી પણ મોટા વંદા ,ગરોળી, દેડકા બધું નીકળવું જોઇએ
કોણ મોટી માં ના હમ દેય છે કે ન્યા જાવ",0
"બકરા ઈદ મા લાખો ના હીસાબે કત્લેઆમ થાય છે ,, તે કેમ બંધ ના થઈ શકે ,,  ?",0
આમ આદમી ના લખો એમને એમ થાય છે કે તમે પેલા કેજરીવાલ માટે લખો છો તમે લખો ગુજરાત ની જનતા બસ કરો હવે તમે તમારા નાટક ઈશુ દાન ભાઈ ની જેમ તમારે પણ જોડાવું નથી ને કેજરીવાલ ની પાર્ટી માં,0
"એક ઉત્સવ ઉમેરો જે પત્ની ને પતિ મૂકી ભાગી ગયો હોય એને ન્યાય આપવો રૂપાણી સરકાર
તીન તલ્લાક ની જેમ",0
ગુજરાત મા સરકારી ભરતીઓમા પેપરો ફુટે છે એક પણ પરીક્ષા પેપરો ફુટયા વગર લેવાતી નહી,1
આમેય તંત્ર ખાડે ગયું છે એમાં શું નવાઈ ઉપેરા ઉપેર જનતા ને ડફોળ બનાવવે છે જોવા નું છે કે જનતા કેટલી ઘડી ડફોળ બને છે ફરી વાર વોટ આપો તો યાદ રાખો સારું નકે જનતા જેટલું કોઈ ડફોળ નહીં,1
તારી માં નો લોડો માદરચોદ સાલા લવજિહાદી માદરચોદ કાં તવા ગેંગ હિન્દૂ ચો કરીયો સમજી જાવ 😡😡😡😡,1
