Tweet,Class
 चांगल्या व्यक्तीचे गुण बघण्यापेक्षा लोक अवगुण च बघतात ,0
    सुडाचे राजकारण करणार्‍या शिवसेनेचा निषेध ,0
 ब्रेकिंग न्यूज च्या स्पर्धे मध्ये ला पछाडून क्रमांक १ वर कोरोना कसाबसा ३ ऱ्या स्थानी टिकून त्यां… ,0
 तुजाई च्या गांडीत मी मुतायचो आणि शॉट दिल्यावर ती पटकन मुतायची साली रंडी ,1
 विद्यार्थ्यांच्या जीवनाचा खरा बाजार यांनी केला आहे विद्यार्थां चे हीत म्हणू म्हणू मरणाचा तोंडात घातले आ… ,1
 अग बाई तुला पाकिस्तान वाटतो ना तर नको येऊ आमच्या महाराष्ट्र मद्ये पोट भरते ना तू तुझ्या तोंडी कोणाची… ,0
 मराठवाडा  विदर्भासाठी आनंद वार्ता      कोटा अखेर रद्द ,0
 बावळट कंगना एका मराठी अभिनेत्रीला बोलताना लाज वाटत नाही त्यावर इतकं गलिच्छ बोलताना एक महिला पत्रकार ह… ,1
 मला वाटले की माझ्या  नंतर अजून दुसरी जगात कोणीच नसेल     मग मी कंगना ला बघितले   आणि माझ्या मनातील… ,1
 फाटके कपडे उपाशी चेहरा लोक म्हणाले बिचारा  आई  बाबा कोण याआधी घासाबद्द्ल विचारा कोपऱ्यात बसवले भाकर देऊनी दया भा… ,0
 आंदोलक त्यांची बायको मागताना तुम्ही तुमच्या तोंडात फेवीकॉलचा अख्खा डबा घालून ठेवला होता का ?? ,1
  ब्रावो ला काय गोट्या खेळायला घेतलाय अजून एक ओव्हर नाही ,1
 भक्तांवर आज अशी वेळ आलेली आहे की उद्या दाऊद इब्राहिम पण मुंबई महाराष्ट्र विरोधात बोला तर ये मंद त्याला पण पप्पा पप्पा बोलायला… ,1
  अरे कसा रे तू इतका मंद हींदिचा चाटूकार  मंदबुद्धीमधे तुम्ही भैय्ये लोक भारतात सर्वात पुढे    इत… ,1
 जेव्हा स्वतःच्या घरात  भाड्यानं  राहिल्यासारखी  मनात येईल तेव्हा स्वतःच्या पायावर ऊभ राहण्याची वेळ आली आहे… ,1
 कंगनाच्या कार्यालयावरील कारवाईला उच्च न्यायालयाची स्थगिती  महापालिकेकडं मागितलं उत्तर कंगनाने मुंबईची तुलना पाकव्या… ,0
 हे टुकार दळभद्री चित्र त्या विवेक अग्निहोत्री ने नुसते कंगना ला फॉरवर्ड केले की कुत्सित बुद्धीने स्वतः… ,1
 हा देश विकु नाहि देणार आणि आख्खा देश विकायला काढणार्या दललांनी हिंदुत्व आम्हाला शिकवु नये सत्तेसाठी मेहबूबाचा बोचा… ,0
 हीच का तुमची शिवसेने चि शिकवण आपली आई म्हणजे दैवत आणि दुसऱ्याची आई म्हणजे रांड 🤬🤬 ,1
 शेतकरी आज खरंच खुश दिसतोय याच हे उत्तम उदाहरण चार एकर कोथिंबीरीला ४१ दिवसात जेव्हा १२ लाख ५० हजार रूपये मिळाले ,0
 मादरचोद    रांडाची औलाद आहात तुम्हीं साले गुंडे  मी मरा… ,1
 तुझ्या बहिणीच्या तोंडात माझ्या हातून चोकोबार ,1
 खंडू  अहो ते पुढच्या सरकारमध्ये मला पाकीट मिळेल ना ? काक  मूर्खा हे सरकार टिकवायची गरज आहे पळ तिकडे ,1
 माणुसकीचे असावे माणसाला छंद तेंव्हाच जोडले जातात मनाशी मनाचे रेशमी बंध या ठिकाणी आहेत फॉलो करून अनफॉलो करणारेच… ,0
 रांड आहे ती ,1
 हो पण काय वेळ आलीये पहा त्याच भाजप च्या साठी काम करायची वेळ आलीये कारण?? फक्त शिवसेना… ,0
 भाजप हि मराठी अस्मितेची सर्वात मोठी शत्रू आहे हे भाजप च्या नेते आणि समर्थकांच्या बोलण्यावरून सिद्ध होतं ,0
 अरे मी नाही पाडला   कोणीतरी मला चायना बॉर्डरवर पाठवा रे पाडा पाडीला   आपला जेसिबी 🤸 ,0
 माणूस समोर असतांना मोबाईल हातात ठेवाल तर माणूस हातातून कायमचा सुटेल काय पटतंय का? ,0
 एक चंपा मेंटल नशेडी महिलेच्या सन्मानची गोष्ट करतो ती मुंबई  महाराष्ट्रला पाकिस्तान… ,0
 सुप्रभात ट्विटरकरांनो मास्क वापरा  आपापसात अंतर राखा  काळजी घ्या❤️  ,0
 कविता आणि कवी केशवसुत यांच्या हस्तलिखित कविता संग्रहातून ,0
 फेसबुकच्या चावडीचे खुद्द मालक  मार्क झुकरबर्ग यांच्याबद्दल १० अफलातून गोष्टी ,0
 परवा माझी पाचव्या वर्गातील नात आर्याने निमित्त छान शिकवले आज तिचा वाढदिवस  मी शुभाषिश देतो  आपल्या सर्वां… ,0
 राज्यात आज किती रुग्णांची झाली नोंद ,0
 महाराष्ट्रातील भिकारचोट विरोधी पक्ष जे… ,1
 चला बिहार निवडणुकीचा नारळ  फुटला ,0
 डॉबाबासाहेब आंबेडकर यांच्या संविधानामुळे आज एका आदिवासी माणसाने चालवणारा ट्रेड भारतात एक नंबरचा ट्रेड होणार आहे ही… ,0
 सुमित जी    मराठी कलाकारांना सुद्धा थोडं सांगा  ,0
 ए ❤️ड्या तुझा साबुन स्लो आहे का???? मला तर खर वाटतय तु भंगी चीं अवलाद आहेस लायकी आहे… ,1
 अरे येड्याहो तुम्ही तर मर्चंट नेव्हीतल्या माणसाला भारतीय नौदलाचा अधिकारी करून टाकले होते मूर्खांहो आणि मुंबई महानगरपालिके… ,1
 इतर भाषांमधे सेवा देता मग मधे का नाही स्टार स्पोर्ट मराठी पुन्हा चालू करा ,0
 आपन गोटया खेळायच्या फक्त ,0
 अरे मादरचोद तुमची औकात काय आहे रे भोसडीच्यानो कोणी लवडा विचारत नाही तुम्हाला राजपुत भांडी घासत हो… ,1
 सर तुम्ही माझे एक आदर्श कलाकार  होतात   तुमची अभिनयवर असलेली पकड म्हणजे उत्कृष्ट आहे तुम्हाला माझ्या… ,0
 केस सुशांतची होती आणि शेवट कंगणाचे संडास पाडून झाली 🤣 ,1
 एक गझल सादर करतोय  ,0
 काहीजण  जात  लिहताना  शुद्ध  असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते तुमची ती शुद्ध आणि बाकी… ,0
 ह्या अन त्या जोरजोरात प्रश्न विचारणाऱ्या पत्रकारांच्या डोक्यावर परिणाम झालाय वाटत त्यांना हे काका पोस्टमन आहेत… ,0
 मरण हा शब्द खूप जवळचा वाटतो पण समोर आल्यावर जगायचा ध्यास लागतो    ,0
   भाड्याची   मादरचोद   कॉर्पोरेशन ,1
 च्यायला आता सोशल मीडिया वर काही पण पोस्ट केलं किंवा लाईक वगैरे केलं तर असं वाटतं की आपण त्या आपल्या मोबाईल स्क्रीन… ,1
 असो खरं तर ज्यांच्याकडून सगळ्यात जास्त अपेक्षा असते त्यांनीच जर अपे… ,0
 कंगनाच्या वाजवल्या झांजा ,1
 शिक्षक  राजुच्या घराची लांबी  मी आणि रुंदी  मी आहे  तर घराचं क्षेत्रफळ किती? विद्यार्थी  पहिले तर घराचं बांधकाम अवैध आहे… ,0
 आणि रिया… ,0
 ते बघून आणि ऐकून कंटाळलो राव  आता बास  आणि कडे जरा लक्ष दिले असते तर ही वेळ आली नसती… ,0
 घनी दाटले मेघ  तमाहुनी गर्द  सुटला गंध मातीला  भान हरपूनी माझे  मी बेधुंद❤️ ,0
 हा देशमुख जास्त शहाणा आहे  सीबीआय होऊ देणार नाही  कांगणाला मुंबईत राहू देणारा नाही याचा बा चा बोचा ,1
 केंद्र सरकार ने नेमून दिलेल्या वकिलाने योग्य बाजू मांडली  राज्यला ते जमलं नाही  सिब्बल साहेबांसारखा व… ,0
 नमस्कार तुमची ची जाहीरात इतकी कंटाळवाणी व त्रासदायक आहे की जाहिरात बघून असलेले ग्राहक… ,0
 मुंबई पोलिसांवर अविश्वास दाखवून त्यांची बदनामी करणाऱ्या कंगना रानौतला विमान तळावरून घरी जाताना वाय प्लस दर्जाची सुर… ,0
 यार या सरकारच्या मंत्र्यांमध्ये शर्यत लागली आहे कोणाला किती धमकी चे फोन येतात म्हणून जणू हे काय कुठ… ,0
 केवळ शिक्षण देणे म्हणजे साक्षरता नव्हे  तर मानवी प्रगतीच्या वाट्यात अडथळा बनण्याचा  गरिबीला नष्ट करण्याचा तो एक वैशिष्ट्यपू… ,0
 च्यायला दलितांनी काय बोलाव मग  ,1
 हो खूप बदनामी होत आहे महाराष्ट्र राज्याची आणि महाराष्ट्र सरकारची  मी आता बिहार राज्याच्या दौऱ्यावर ती आहे  हिते… ,0
 आजपर्यंत परप्रांतियांना पाठीशी घातलं पण आज तेच यांना शिव्या घालतात अजूनही वेळ गेली नाहीत यांना आता हाकला… ,1
 अमीर खान   भारतात सुरक्षित वाटत नाही भाजप   भारत सोडून जा    कंगणा   मुंबईत सुरक्षित वाटत नाही भाजप    सुरक्षा… ,0
 पंधरा हजार लोकांकडे वीज नव्हती ही स्थिती शहरात आहे तर इतर भागात काय परिस्थिती असेल? सरकारचं आणि इन्व्हर्टर कंपन्यां… ,0
 तुझ्या नावातच आम्ही तुझे बाप आहोत अजून पुढ काय माझा लवडा सिद्ध करतो भोश्रीच्या ,1
 भारत चीन संघर्षात ठिणगी  हॉटलाईनवर ब्रिगेडियर स्तरावर झालेल्या चर्चेत प्रचंड वाद ,0
 पंगडीया ज्या संदर्भात निर्यात इबद्दल बोलले त्याचा व त्यांनी  ला जायच… ,0
 ब्लॉक केलं भडव्या ने ,1
 कर्म  कायम  धर्मा  पेक्षा श्रेष्ठ राहिलयं कारण  धर्म  करून तुम्ही देवाकडे याचना करता परंतु  कर्म  केल्यावर देवाला स्वत … ,0
 अर भिकारचोट ‌तुझी लायकी आहे का साहेबांवर बोलायची ,1
 साहेब  मुंबई महानगरपालिकेने  साली मान्यता दिलेल्या  खाजगी प्राथमिक शाळांना ने … ,0
 रिलायंस जिओ ला मिळालेल्या प्रचंड यशाचं रहस्य काय आहे? समजून घ्या ,0
 स्त्री  अत्यंत ताकदवान असते  ती क्रांतीचे केंद्र असते  ,0
 भारत इस्रायल संबंधांचा  आपल्याला सांगितला नं जाणारा  महत्वपूर्ण इतिहास ,0
 क्या रे  झवाड्या देश के सिविल सर्विस के सिस्टम में इतना बडा घोचा है और तुम लोग देश की जनता को बताता नहीं है… ,1
 साखर पडो तुमच्या तोंडातखरंच असे झाले असते तर ,0
 बाळगू नका ६) आपली प्रतिकारक्षमता किती चांगली आहे याचा दंभ मिरवू नका ७) नम्र व्हा महापुरे वृक्ष जाती तिथे ल… ,0
 १९४७ साली जेव्हा भारत स्वतंत्र झाला तेव्हा ५६५ संस्थानांमध्ये विस्तारलेला होता आणि त्या पैकी ५६२ संस्थानांनी भारतात विली… ,0
 सर्वात मोठे तर भिकारचोट तर मराठी कुपत्रकारिता आहे आणि है ऑस्ट्रेलियात संडास साफ करणारे तर खूप निर्लज्ज ,1
 देशाचा पंतप्रधान असू किव्हा कोणी पण त्याची लायकी फक्त छत्रपतीनच्या पायाशी  मूर्खा सारखे काही… ,1
 सुब्रमण्यम स्वामी यांचा भाजपला अल्टीमेटम ,0
 बरं काही का असेना पण तिने एखादं काम सांगावं आणि ह्याने करू नाही असं कधी होईल का? मग तो भलेही कसंबसं  नि… ,0
 आणि बालपणी ऑटोग्राफ देणाऱ्या क्रिकेटरने पेन नेल्यामुळे ढसाढसा रडलेल्या स्टारची गोष्ट वाचा ,0
 बावळट त्या फेक आयडी कार्ड वर पोस्टाचा स्टॅम्प नीट बघ मुंबई लिहिले आहे तिथे  मधे मुंबई… ,1
 मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना त्यांचा जा… ,0
 ते म्हणतात ते हेच का 🤓+ ,0
 त्यामुळे परीक्षा होणार असल्या तरी विद्यार्थ्यांच्या गुणवत्तेची ‘परीक्षा  होणार का  असा प्रश्न उपस्थित झाला आहे ,0
 हा ट्विट पोहचू द्या कंगना पर्यंत छत्रपती शिवरायांच्या महाराष्ट्राला बोलते ही हरामखोर तुझी नक्की जळाली असेलच… ,1
 अरे मुर्खा तेच तर सांगतोय महापौरांच्या… ,1
  मॉर्निंगवॉकसाठी घराबाहरे पडलेल्या मुलाचा जंगलात आढळला मृतदेह स्थानिकांच्या मते मुलाला वाघाने उचलून नेले होते … ,0
  हो नक्की सच्चा अंड भक्त ची ओळख आहे ही  ,0
 मी महाराष्ट्रीय आहे आणि मी हिंदी बोलत नाही माझी मातृभाषा मराठी आहे आणि मला तिचा अभिमान आहे  (सहमत… ,0
 बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो जय ,1
 लाइव्ह जाताना मास्क लावायची गरज नसते अकलेवर लावलेल्या मास्क चं दर्शन नाका देत जाऊ ,1
 तूजी दळभद्री मानसिकता कळली  नशेबाजांना आदर्श मानून त्यांची पूजा करत जा रोज ,1
 असही आम्ही चाळीतील एखादा कांदा खराब निघाला की त्याला फेकून देतो हिमाचल ची घाण आमच्या महाराष्ट्रात नको ,0
 ठेकेदारांच्या मते फक्त सत्तेत कोण आहे? एवढंच महत्त्वाचं असतं ,0
 दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर  तुम्ही स… ,1
 माझा नवीन व्यवसाय मलाई मावा पेढे ,0
  हवी आहे म्हणून ब्रेकअप केलेल्या लोकांपैकी आतापर्यंत कितीजण  झाले? ,0
 त्याला हिंमत नाही बावळट पणा बोलतात चोंग्या  लायकीच सडक छाप धंदे करायची आहे 🤣 ,1
 जे पिकतंय तेच विकतंय जे विकतंय तेच पिकतंय च्यायला डोकं पिकलंय का या फावड्याचं ,1
 गेल्या काही वर्षात हवी तशी कामगिरी न करणाऱ्या मँचेस्टर युनायटेड संघाकडून येणाऱ्या २०२० २१च्या हंगामात काय अपेक्षा आहेत याव… ,0
 आशा भोसले ह्या एक चमत्कार आहेत  त्यांच्या आवाजात वीज आहे पण ही वीज ज्या झाडावर कोसळते ते जळून न जाता उजळून निघतं ,0
 हवे मध्ये उडणारा पक्षी कधी पडण्याची चिंता करत नसतो कारण त्याला हवेवर नाहीतर स्वतःच्या पंखांवर जास्त विश्वास असतो… ,0
 हे ऑनलाईन लेक्चर म्हणजे ना घर का ना घाट का सारखी हालत झाली आहे सारखी  जात्या नुसत  आयकु येतंय 🤣 काही स… ,0
 पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे  दिवसा ढवळया झालेल्या अनधिकृत कार… ,0
 दीनदयाळ आयटी सेलची एक मस्त टेकनिक आहेजेव्हा काहीच नाही बोलायला नाही तेव्हा मुद्दा भटकवा शिव्या घाला  जातीवर घसरा… ,0
 फसव्या जॉब ऑफर्सपासून सावधान  लॉकडाऊनच्या काळात  फेक  जॉब ऑफर्सचा अक्षरशः सुळसुळाट झालाय त्यामुळे तरुणांनी सावध… ,0
 राम कदम वागण्यात नाही तर बोलण्यात चुकला  बीजेपी मग अजितदादा कुठे तुमच्या तोंडात मूतले होते का? ,1
   भारताचे लोकप्रिय पंतप्रधान माननीय श्री नरेंद्र मोदी जी यांच्या वाढदिवसानिमित्त  भारतीय जनता पार्टी जिल्हा हिं… ,0
 मुर्खाशिवाजी राज्य संपले  वर्षातच बामनांनी संपवल  नंतर पेशवाई आली नंतर इंग्रज … ,1
 मराठ्यांनी फक्त मतं द्यायची  राज्यावर संकटं आली की युध्दासाठी तयार राहायचं आणि नंतर फाशी… ,1
 अ बौचा बोरो   सन्तोष जता पनी  ,0
 हा मादरचोद विरोधातच होता ,1
 साहेब आपण विद्याविभुषित  वाक चातृर्य निष्णात आपले हे कलागुण विरोधी पक्षदेखील मानतो   दुर्देवाने आपले… ,0
 हद्दीत घुसून दहशतवाद्यांचा खातमा… ,0
 डीएडचे शिक्षण घेऊनही ज्यांना नोकरी लागत नाही त्यांना सुध्दा शिक्षक दिनाच्या हार्दिक शुभेच्छा ,0
 तो बोल मंद हळवासा  आयुष्य स्पर्शूनी गेला सीतेच्या वनवासातील जणू अंगी राघव शेला ❤️❤️ ग्रेस ,1
 मामु साहेब आधी रस्त्याचं बघा च्यायला आता तर ते स्पीड ब्रेकर चांगले वाटायला लागले च्या पु… ,1
 सरकारने आणि मीडिया ने रिह्या  सुशांत आणि कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत तर थोडं का होई… ,0
 तुम्ही तेव्हाच मोठे होऊ शकतात जेव्हा तुम्ही स्वतः मोठे व्हायचं ठरवालं अन्यथा या जन्मात तुम्हाला मोठं करणं कुणाच्याही… ,0
 काय तर म्हणे  जो उखांडणा है उखाड लो  घे मग घेतलं उखाडून बसं म्हणावं आता बोंबलत  हा महाराष्ट्र आहे इथे माज उतरवून… ,1
 कारण त्यांना मराठी मतदारांना पण दुखवायचं नाहीये आणि तिथे बिहार वाल्यांना पण खुश ठेवायचंय दो… ,0
 ची फाटली का ची कोणी सांगेल काय राव कोणाची फाटली ,0
 जगातलं हे आहे की  नाती  जपणाराच नेहमी सर्वांपासून दुरावला जातो  शुभ सकाळ… ,0
 जगात आज पण आम्ही स्कॉटलंड यार्ड नंतर दुसरी भारी पोलिस कुठली म्हटलं तर एकच नाव निघत  मुंबईपोलीस पण राजकीय नेत्यांनी… ,0
 दळभद्री लोक आहेत हे ,1
 असं वाटतं  मनाला माझ्या समजावं खूप झाला आहे दुरावा पुन्हा तुझ्यावर आता नव्याने प्रेम करावं ❤️ ,0
 ज्यानला महाराष्ट्र च राजकारण समजत त्यांला हे नक्की माहिती असेल  पॉवर  च खूप मोठं योगदान आहे जिथे  पॉवर  असेल तिथे… ,0
 अरे येड्याहो तुम्ही तर मर्चंट नेव्हीतल्या माणसाला भारतीय नौदलाचा अधिकारी करून टाकले होते मूर्खांहो आणि मुंबई महानगर… ,1
 ती रांड आहे आहे आणि तुझा बाप रंडवा चुत्या कुणीकडचा ,1
 मिट्रो कोथरुड मध्ये टेस्टिंग सेंटर कुठे आहे एनी आयडिया? आणि पॉसिटीव्ह आल्यानंतर चे प्रोटोकॉलस स्टेप्स बद्दल कोणाला काही आ… ,0
 आज ९ सप्टेंबर २०२० बरोबर ५१ वर्षे झाली मध्ये महापूर येऊन गेला ९ सप्टेंबर १९६९ मध्ये आलेल्या ह्या महापुराम… ,0
 आता तू झोप ह चंपा  वाछ गोट्या सेठ च कांड ,1
 जाहीर निषेध ,0
 पंजाबी घरात जन्मलेला अक्षय एवढी भारी मराठी बोलतो याचं अनेकांना आश्चर्य वाटतं आज या खिलाडी कुमारचा वाढदिवस… ,0
 श्रीमंत पेक्ष्या ज्ञानी बघा (म्हयनती)तो कधीही श्रीमंत होऊ शकतो आणि श्रीमंत(उडानटप्पू)कधीही गरीबइति सुशांत ,0
 तुला काय लवडा कळतंय महाराष्ट्र मधल रे केळ्या ,1
 माणसाचा नको असलेला भाग दूर करायला शिका ह्याची सुरुवात स्वतःपासून करा स्वतःला नको असलेला भाग कोणता तर ज्यापायी आपला आनंद  प्रग… ,0
 तू तोंड मडक्यात घालून बोलत आहेस का मंद माणसा ला लाचारी केली होती काँग्रेस कडे… ,1
 रिया ने गाडीत बसताना  हात हलकला  आता ही खरोखर बातमी आहे का ? किंवा ही बातमी होऊ शकते का सर्वांनच्या पुढे आम्हीच  ,0
 जावयाला ६७ पदार्थांचं ताट वाढून तृप्त करणारी सासू  वाचा यामागची खरी गोष्ट ,0
 च्यायला गांडुगिरी नको करू थांब आता  ,1
 मानसशास्त्रा नुसार लोक काय म्हणतील?? वरील वाक्याने जेवढे स्वप्नांचा खून केला आहे तेवढा कोणत्या दुसर्या गोष्टी ने केले नसेल ,0
 आणि राहिला विषय पदाचा  ज्या वेळेला गुलाम लाचार आणि सतरंज्या उच… ,0
 तोंडात बोळे नाही गोबर कोंबून बसलेत ,1
 महापालिका परिवहन उपक्रमामार्फत या मार्गावरील बससेवा सुरू आहे या बसमध्ये जागा मिळविण्यासाठी प्रवाशांची दर… ,0
 शेनीक मंद आहेत ,1
 हिंम्मत भाषा बायलांच्या तोंडातुन अशी वाटते जशी डुक्काराच्या तोंडात त्याचाच गु  ,1
 उगाच बदनाम केला इतकंच नाही तर ला आणि अ… ,0
 आवताण द्यायचं नाय नाअन दिलाय तर डांगीत पाय घालून पळायचं नायगाण ने नाही गु अन हगणे चाले जुहू अशी गत तुझी भेंडी ,0
 तुझ्यासारख्या आरक्षणाच्या जीवावर जगणाऱ्या भिकारचोट लोकांना आधी सारखं डांगीला झाडू लावू… ,1
 कोल्हापूरच्या पन्हाळा तालुक्यातील काही भागात झालेला ढगफुटी सदृश्य पाऊस  २ तास झालेल्या पावसानं मोठं नुकसान झालंय … ,0
 तोंडात घे भडव्या माझा अंध मंद भक्त अस… ,1
 आज ९ सप्टेंबर २०२० बरोबर ५१ वर्षे झाली मध्ये महापूर येऊन गेला ९ सप्टेंबर १९६९ मध्ये आलेल्या ह्या महापुरामळे नाशिक म… ,0
 बाळासाहेब एकदा बोलले होते   जसे ते एकवटले तसे तुम्ही एकत्र व्हा   हीच ती वेळ मराठी माणसांनी एकत्र येण्याची ,0
 कंगनाजी🇮🇳 आज तू दाखवून दिलेस तू भारताच्या स्त्रीयांसाठी प्रेरणादायी आहेस। चे नट नट्या तों… ,0
 चायना घुसून घुसून बांधकाम करत होती तेव्हा असं नाही बोलला शेट   आता गप्प बसा जरा घ्या दमान जय हिंद  जय महाराष्ट्र… ,0
 बेड्स मिळत नसल्याने  ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून… ,1
 राजसाहेब ठाकरे हे नेहमीच आपल्या माणसाला सजग करत असतात  आज  काही महाभाग जागे झाले व म्हणत आहेत   सरकारी नोकऱ्या उर… ,0
 दिवसभर     ऐकल्यानंतर तुम्ही    ,0
 तुम्ही माझी सैन्य अधिकारी आहात महाराष्ट्राचा अपमान करू नकामुंबई ही महाराष्ट्राची आ… ,0
 बात  हरामखोरीची निघाली तर मग डांबराने   लिहीले जाईल  ,1
 झाशीची राणी  लक्ष्मीबाई नेवाळकर  होत्या झाशी संस्थान साम्राज्याच्या सरदाराचे होते उर्फ ,0
 अख्खी क्रिकेट मॅच खरच फिक्स होते का? हे नक्की वाचा ,0
  मोबाईल भारतात येऊ शकतो परत  कंपनीने घेतला मोठा निर्णय ,0
 मला बंगाली भाभी मराठी वहीनीच झवाड्या आवडतात ,1
 तुझ्या आई ला पण अस म्हटले तर तू काय करशील रे मादारचोद भडव्या छत्रपती शिवाजी महाराजांनी कधी हि को… ,1
 बीभत्स बॉलिवूड   हिंदी चित्रपटसृष्टीच्या गोजिऱ्या चेहऱ्यामागचं विकृत  विद्रुप वास्तव ,0
 या  देशातील खेळाडूंसाठी आहे आनंदाची बातमी  बोर्डाने पगारात केलीय ८३ टक्के वाढ ,0
 २  ते साऱ्या जगाला माहित आहे साल्यानी भुग्रहणासाठी शेतकऱ्याना आत्महत्या करायला लावल्या… ,0
 हा नागपुरातील नेता  महाराष्ट्र व मराठी लोकांनवर एक मोठा काळा कलंक आहे ,0
 वाटणी  पोरांनी नव्हे तर आईबापानेच करायची असते  आवर्जून वाचण्यासारखी कथा आहे ,0
 गोट्या कितीहि मोठ्या झाल्या तरी त्या ल  ड्याच्या खाली असतात  ला स्थापन झालेल्या गोट्याने माज दा… ,1
 च्या अंमलबजावणीला सुप्रीम कोर्टाने स्थगिती दिली आहे या निर्णयानंतर मराठा समाजाच्या उमेदवारांना शिक्षण… ,0
 मुर्खा मी घेत नाही गरजू ने घ्यावा लोकांना मोफत चे रेशन शेतकरी खात्यात … ,1
 हे काय होत मग ?? हे च आहे माझ्या माहितीप्रमाणे  ला महाराष्ट्राचे मुख्यमंत्री देवेंद्र फडणवीस… ,0
 अरे माझे मत तुला पटत नसेल तर मी काय करू   मला तो बावळट वाटतो त्यात माझा काय दोष  तू त्या शिव ला विचार ना  ,1
 आई झवाड्या ,1
 बरोबर आहे पण सर्वच पक्षाचे नेते सारखेच नरेंद्र मोदींनीही  साली शेतकरी विरोधी कायदा आणलाच न त्यामुळं ह्या सर्वच… ,0
 गडुळाचे पाणी पिऊन  परत फडणवीसांच्या तोंडात मुतानारा एकच नेता म्हणजे शरद पवार साहेब   ,1
 आधी तुमच्या वर्तुळात आपल्या मातृभाषेचा चा सन्मान ठेवा  जो तो करतील त्यांच्याशी जरूर मैत्री ठेवा   जे लोक इतरां… ,0
 पोरी फिरवायला जर फंटर स्काॅलरशिपचे पैसे वापरत असतील तर अशांसाठी बाबासाहेनीच फाशीच कलम समाविष्ट करायला पाहीजे होतं… ,0
 आज थोड्याश्या पाठिंब्यावर तिने भले तिने उच्च प्रतीची मुक्ताफळे उधळली असतील पण हा वाद इथे संपणार नाही हा  कोटी… ,0
 खाउन प्या किंवा पिउन खा  हे बेन जाहिराती पन ५० ५० च्या करत खरं आहे स्वभावाला औषध नाही हे २०२० साली… ,0
  चे चीनचे सैन्य आणि आजचे यात मोठा गुणात्मक फरक आहे साली भारताबरोबर युद्ध करणारं चीनी सैन्य हे माओच्या सा… ,0
 तुजाईला समाधान देतोय ना मग बस झ्हाला  तिच्या पुचित मिरची घातली होती साली रांड ,1
 नावाप्रमाणे मंद आहेस मंददार फडणवीस जिंकला म्हणे ,1
  पारावर च्या एक्सपर्टस कडून पण ऐकेल पवार साहेब म्हणजे चाणक्य   त्यांचा इतक्या वर्षा चा अनुभव   भाजपा ची जिरावली  राजनीती म… ,0
 तुझ्या आठवणींनी आजही मला गाठलं रडत मी होतो पण तुला का एकट वाटलं ,0
 रामराजे आणि राहुल दोघे सोडले  तर बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा केला आहे  असं वाटतं ,0
 अच्छा म्हणून तुम्ही मज्जा बघत बसलाय इथे मुंबई आणि मुंबई पोलिसांचं तेंच तेच बघतील म्हणून  ,0
 रिया चक्रवर्ती हिला  नी ताब्यात घेतले आहे सध्या तिची वैद्यकीय चाचणी सुरू असून नंतर  द्वारे… ,0
 काटे च्या चांगलेच काटे रुतलेली दिसतात अरे बावळट मानसा तर्कशुद्धपध्दतीने विरोध कराय… ,0
 तिढा काँग्रेसच्या अध्यक्षपदाचा     भाग   २ । विश्लेषण । धनंजय सानप । दैनिक मराठी ,0
 ९ सप्टेंबर २०२०। बुधवार शके १९४२ भाद्रपद कृष्ण सप्तमी सप्तमी श्राद्ध सूर्योदय  ०६२७ सू… ,0
